model,ticker,n,mae,rmse,r2,dir_acc
baseline:expanding_mean,EOG,46,0.294748815911084,0.3552503931771089,-0.028540809073366757,0.5217391304347826
baseline:expanding_mean,EQIX,46,0.06102036658673388,0.0880100300186508,-0.606408613132756,1.0
baseline:expanding_mean,EQR,22,0.06851810199817329,0.08568434017794666,-1.3798710833771537,0.7272727272727273
baseline:expanding_mean,ETN,34,0.05500000386595193,0.08717296503436905,-0.25006580621025987,0.7941176470588235
baseline:expanding_mean,F,46,0.07650381503790497,0.09952564249900371,-0.5030402494600479,0.6956521739130435
baseline:expanding_mean,FCX,46,0.17792384688323262,0.22974813697798246,-0.08247895142938666,0.5869565217391305
baseline:expanding_mean,GE,45,0.33687902610751536,0.5244444094943927,-0.042325514175102885,0.35555555555555557
baseline:expanding_mean,GIS,28,0.06069747838546929,0.07336814238657245,-1.9159173757231986,0.6785714285714286
baseline:expanding_mean,GM,46,0.10969667317009825,0.1322347880302034,-0.3896281033699118,0.45652173913043476
baseline:expanding_mean,GOOGL,38,0.11185615459472532,0.13952713207326445,-1.6187936715279418,1.0
baseline:expanding_mean,GS,46,0.11788575174359972,0.15264703373720576,-0.046656560955547155,0.6521739130434783
baseline:expanding_mean,HAL,46,0.20018122341956288,0.2441231005181714,-0.14611884696971922,0.4782608695652174
baseline:expanding_mean,HD,47,0.04490957354299861,0.06257601025245582,-0.1985441991555117,0.8936170212765957
baseline:expanding_mean,HON,46,0.09200729254429219,0.11428464883931318,-1.3363767590877762,0.5869565217391305
baseline:expanding_mean,INTC,19,0.0662774176175564,0.07384754614593717,-1.8687611381717368,0.6842105263157895
baseline:expanding_mean,JNJ,17,0.06050879189891849,0.09210434109386402,-0.19932332790784923,0.8235294117647058
baseline:expanding_mean,JPM,46,0.056585955614916514,0.07029597355055381,-0.12447201835251742,0.8478260869565217
baseline:expanding_mean,KMB,46,0.09347010218683253,0.11940290881371397,-1.5335044938044047,0.6304347826086957
